pmid,title,category,combined_text
41208162,From Gross Lesions to 3D-CT: A Multimodal Approach to Diagnosing Myxobolus lentisuturalis Infections in Ornamental Goldfish (Carassius auratus): 2023-2024.,parasitic_bladder,"From Gross Lesions to 3D-CT: A Multimodal Approach to Diagnosing Myxobolus lentisuturalis Infections in Ornamental Goldfish (Carassius auratus): 2023-2024. Goldfish (Carassius auratus) are among the most widely cultured ornamental fish. Skeletal deformities and muscular lesions have been reported in cyprinids, but their aetiology and pathology remain unclear. Advanced diagnostic tools, including radiography, ultrasonography and computed tomography, provide valuable insights when combined with histopathology. This study aimed to characterise clinical, radiological, ultrasonographical, computed tomographical and histopathological features of goldfish with hump-like lesions and muscular cavities caused by Myxobolus lentisuturalis in two farms, and to compare disease manifestations between populations using advanced imaging plus histology. From January 2023 to March 2024, ~10% of fish from two commercial goldfish farms in Tehran Province showed clinical signs. The first group had only hump-like lesions behind the head without exudate, whereas the second also had large muscular cavities with whitish exudate. Thirty goldfish (15 per farm) were sampled. Digital radiography, B-mode ultrasonography, computed tomography (CT/3D-CT), wet smears and histopathological sections were prepared. In the first stock, bilateral crescent-shaped humps containing Myxobolus lentisuturalis spores were observed, with radiographs revealing increased lesion density and obscured swim bladder margins, and ultrasonography indicating muscular hypertrophy with elevated echogenicity. In the second stock, hump-like lesions accompanied by exudates, cavitations, and severe muscular dystrophy were detected, supported by radiographic and CT evidence of deformity, cavitation, and asymmetry. This study demonstrated that M. lentisuturalis infection in goldfish can present with distinct clinical and pathological manifestations, ranging from localised hump-like lesions to extensive muscular cavitation and deformity. The integration of radiography, ultrasonography, CT imaging, and histopathology provided a comprehensive diagnostic approach for characterising disease progression. These findings highlight the importance of advanced imaging modalities in ornamental fish medicine and contribute to a better understanding of myxozoan-associated lesions in cyprinids."
41187180,A rare case of intravesical and urethral cystic Echinococcosis with multi-organ involvement from Türkiye.,parasitic_bladder,"A rare case of intravesical and urethral cystic Echinococcosis with multi-organ involvement from Türkiye. Cystic echinococcosis is a parasitic disease recognized as a global public health problem in countries engaged in agriculture and animal husbandry. In natural life cycle, ungulates are intermediate hosts: canids are definitive hosts. It could be accidentally transmitted to humans by the fecal-oral route and migrate to the liver and other visceral organs to form cystic echinococcosis. It spreads hematogenously, lymphatically, and locally. The majority of initially asymptomatic patients develop liver and lung involvement. Involvement of other organs is rare. Cystic echinococcosis is a disease diagnosed by radiologic imaging and confirmed by histopathology, serologic, and molecular tests that can be used for diagnosis and follow-up primary and secondary infections. In this case report, the involvement of multiple and rare organs of cystic echinococcosis is presented. An 82-year-old patient was admitted to the hospital with an inability to urinate. A glob vesicle was detected during examination, and urine output was achieved through urinary catheterization. Imaging techniques revealed multiple cysts in the abdomen, ureter, and bladder. Urine flow in ureter orifice was obstructed by cysts. Cystectomy was performed for the intraabdominal, intravesical, and ureteral cysts. Perioperative albendazole treatment was started as adjuvant and antiparasitic treatment was completed for one month. The case was confirmed histopathologically, and no secondary infection or complication was detected in one-year follow-up. By a multidisciplinary approach, the 82-year-old patient was diagnosed with Cystic echinococcosis, with a rare and multi-organ involvement, given the high risk of infection due to the environmental contamination in this country."
41118905,"Hoferellus matosi sp. nov. (Bivalvulida: Myxobilatidae) parasitizing Ageneiosus ucayalensis Castelnau (Siluriformes: Auchenipteridae) from the Coaracy Nunes Hydroelectric Reservoir in Amap, Eastern Amazon, Brazil.",parasitic_bladder,"Hoferellus matosi sp. nov. (Bivalvulida: Myxobilatidae) parasitizing Ageneiosus ucayalensis Castelnau (Siluriformes: Auchenipteridae) from the Coaracy Nunes Hydroelectric Reservoir in Amap, Eastern Amazon, Brazil. The microparasite species Hoferellus matosi sp. nov. was found parasitizing the urinary bladder of the fish species Ageneiosus ucayalensis collected from the Coaracy Nunes hydroelectric reservoir in Ferreira Gomes, Amap, Brazil. Plasmodia and myxospores were identified in fragments of the urinary bladder and characterized through microscopic and molecular analyses. Myxospores were subspherical in sutural view, with fine striations or projections on the posterior portion of the valves, measuring an average length and width of 8.5 (8.28.8) m and 7.9 (7.68.2) m, respectively. Each spore contained two ovoid polar capsules of equal size, with an average length and a width of 3.4 (3.23.6) m and 3.1 (2.93.3) m, respectively. Comparing a partial sequence (1,153base pairs) of the small subunit ribosomal DNA gene revealed that H. matosi sp. nov. is clearly distinct from other Hoferellus species deposited in the GenBank, as confirmed through a phylogenetic analysis using Bayesian inference. A morphometric analysis also supported this distinction. Therefore, H. matosi sp. nov. is a newly identified myxosporean species that clusters with H. azevedoi, H. tartarugualis, and H. jutubensis in the phylogenetic tree, forming a distinct lineage of Amazonian Hoferellus."
40996445,Cellular responses in rainbow trout Oncorhynchus mykiss to experimental Anisakis simplex infection.,parasitic_bladder,"Cellular responses in rainbow trout Oncorhynchus mykiss to experimental Anisakis simplex infection. Fish in wild and cultured populations may be infected with numerous types of pathogens but the host responses vary dependent on both host and parasite species. The present study demonstrates how an experimental infection with endoparasitic nematode larvae (Anisakis simplex) induces cellular and humoral immune responses in rainbow trout Oncorhynchus mykiss. The nematode larvae invaded the peritoneal cavity of the fish following oral administration and became encapsulated by a range of host cells including macrophages, neutrophils, mast cells, fibroblasts, and lymphocytes. The main part (92.7%) of the recovered larvae was located in the body cavity and 51.3% along the pyloric caeca with only few in or on the stomach, liver, spleen, swim bladder, and musculature. The cellular reaction was documented by transmission electron microscopy (TEM) and histochemistry. Real time quantitative PCR (qPCR) showed that a series of immune-relevant genes in the host spleen became regulated by the infection. Thus, A. simplex induced downregulation of immune-genes (encoding IgD and lysozyme) and upregulation of the gene encoding the immune-regulating cytokine IL-10. Nematode molecules influencing the antiparasitic host reactions are discussed."
40945902,Primary peritoneal hydatid cyst in the Douglas pouch: A rare presentation of echinococcosis.,parasitic_bladder,"Primary peritoneal hydatid cyst in the Douglas pouch: A rare presentation of echinococcosis. Hydatid disease due to Echinococcus granulosus commonly involves the liver and lungs. Primary peritoneal hydatidosis is rare, and localization in the Douglas pouch is exceptional, often mimicking other pelvic pathologies. We report a 72-year-old Tunisian woman with progressive left hypochondrium pain. Clinical exam and hydatid serology were unremarkable. CT revealed a 9 × 5 × 6 cm cystic mass in the Douglas pouch, displacing the rectum and abutting the bladder. Pelvic MRI showed a unilocular cystic lesion with peripheral fat, suggesting a hydatid cyst. Midline laparotomy identified a non-adherent cyst between rectum and bladder, which was resected intact. Postoperative recovery was uneventful, with no recurrence over 3 years. Albendazole was not given due to complete resection and absence of dissemination. Primary pelvic hydatid disease is rare and difficult to diagnose due to nonspecific symptoms. Imaging, particularly CT and MRI, is key for diagnosis. Serological tests may be negative in isolated extra-hepatic disease. Surgery is the treatment of choice; anti-parasitic therapy may be reserved for selected cases. Douglas pouch hydatid cysts are rare but should be considered in endemic regions. Accurate imaging, complete resection, and follow-up are essential for successful management."
40923458,Retrospective Evaluation of the Incidence of Cystic Echinococcosis in Humans Between 2012-2023 in Pakistan.,parasitic_bladder,"Retrospective Evaluation of the Incidence of Cystic Echinococcosis in Humans Between 2012-2023 in Pakistan. Present study aimed to determine the demographic, epidemiological and pathological features of human cystic echinococcosis (CE) cases using patients' hospital based clinical history from 2012-2023. The current retrospective study was conducted from June-December and aimed to investigate the incidence of human CE in Pakistan. A total of 74 surgically confirmed patients' data was retrieved from the hospital records. All epidemiological, radiological, histopathological and treatment characteristics of the patients were recorded. The results showed that the highest number of CE cases were recorded in 2019 (15/74, 20.2%), followed by 2018 (11/74, 14.8%). In age categories, the highest frequency of CE cases was recorded in the age group 11-20 (19/74, 25.7%), followed by 31-40 (18/74, 24.3%), 41-50, and 51-60 (9/74, 12.1%), respectively. Gender-wise findings showed that females were more infected (46/74, 62.2%) as compared to males (28/74, 37.83%). Among reported cases, most infected organs were liver (24/74, 32.4%) and the lungs (14/74, 18.9%), followed by the bone, bladder, and abdominal cavity (3/74, 4.1%), kidney, chest (2/74, 2.7%), while and others. Surgery was performed after echinococcal cyst detection by diagnostic imaging methods such as computed tomography, magnetic resonance imaging, or ultrasound. All patients received albendazole anthelminthic medication after their surgical procedures. The present research reveals that CE is persistently endemic in Pakistan. Lack of knowledge and dedicated work on behalf of public healthcare and veterinarians to control CE pose a challenge in Pakistan. A lot of research and strong management programs are required to combat the disease."
40915593,"Morphology and phylogeny of a novel Ortholinea (Cnidaria: Myxozoa) species in the neotropical fish Batrachoides surinamensis, Bloch and Schneider, 1801 (Batrachoidiformes: Batrachoididae).",parasitic_bladder,"Morphology and phylogeny of a novel Ortholinea (Cnidaria: Myxozoa) species in the neotropical fish Batrachoides surinamensis, Bloch and Schneider, 1801 (Batrachoidiformes: Batrachoididae). The Brazilian Amazon estuary is a highly dynamic environment, characterized by substantial organic matter input and a rich diversity of fish species that utilize this ecosystem for feeding and reproduction. Despite its ecological relevance, ichthyo-parasitological research in the region remains limited, particularly regarding the diversity of parasitic species within the class Myxozoa. Among the fish species for which parasitological data are still scarce is the Pacamã frogfish, Batrachoides surinamensis (Bloch and Schneider, 1801), a demersal species that feeds on small invertebrates and fish. The present study describes the morphological, molecular and phylogenetics aspects of Ortholinea abadiensis n. sp., a new species isolated from the urinary bladder of the B. surinamensis, collected on the coast of the Brazilian Amazon. Myxospores were observed dispersed in the liquid of the urinary bladder in 16 of the 20 specimens (80 %) of the specimens analyzed. The myxospores were subspherical with 18 to 20 superficial ridges and measured, 6.7±0.2 (6.3-7.1) µm in length, 6.0±0.5 (5.6-6.5) µm in width, and 6.1±0.1 (5.9-6.2) µm in thickness. The polar capsules were symmetrical and semispherical, with openings in opposite directions to the valves, which were 2.6±0.2 (2.2-3.2) µm in length and 2.4±0.1 (2-2.6) µm in width, with 5 to 6 turns of polar tubules. Morphometrically and morphologically, this species was distinct from other previously described Ortholinea. In the SSU rDNA phylogeny, O. abadiensis was positioned within a clade comprising marine species, with O. nupchi identified as its sister species. This study provides new morphological and molecular insights into a new species of the genus Ortholinea in a fish with a wide geographic distribution in South America."
40659343,FIRST RECORD OF PHYLLOBOTHRIID METACESTODES IN CHIMAERA MONSTROSA (HOLOCEPHALI) AND ONCORHYNCHUS GORBUSCHA (SALMONIDAE): NOVEL INSIGHT INTO LARVAL TOPOGRAPHY AND ULTRASTRUCTURE.,parasitic_bladder,"FIRST RECORD OF PHYLLOBOTHRIID METACESTODES IN CHIMAERA MONSTROSA (HOLOCEPHALI) AND ONCORHYNCHUS GORBUSCHA (SALMONIDAE): NOVEL INSIGHT INTO LARVAL TOPOGRAPHY AND ULTRASTRUCTURE. Scanning electron microscopy was used to study the scolex morphology of 3 morphotypes of metacestodes of the order Phyllobothriidea (Cestoda) from the spiral intestine of the North Sea rabbitfish Chimaera monstrosa and the intestine and gall bladder of the pink salmon Oncorhynchus gorbuscha. Transmission electron microscopy allowed a detailed examination of the ultrastructure of the tegument, unicellular gland cells, muscle cells, and calcareous corpuscles of metacestodes of different sizes from chimaeras. Based on our morphological data, we propose that the studied intestinal metacestodes from chimaeras and pink salmon belong to the type XV metacestodes of Jensen and Bullard, possibly related to members of the genus Clistobothrium Dailey and Vogelbein, 1990."
40523044,Mass spectrometry-based discovery and diagnostic validation of T. cruzi antigens in the urine of congenitally infected Chagas Disease patients.,parasitic_bladder,"Mass spectrometry-based discovery and diagnostic validation of T. cruzi antigens in the urine of congenitally infected Chagas Disease patients. Caused by the parasite Trypanosoma cruzi, Chagas disease affects an estimated 7 million people globally. Diagnosis of Chagas disease in infants is urgently needed, as early detection allows for more effective treatment and reduced mortality. However, current diagnostics are inappropriate for effective detection in infants due to differences in the mechanism of disease in infants and the infant immune system, as well as lack of diagnostic sensitivity and loss to follow up. Studying peripheral biomarkers in urine can leverage physiological concentration in the bladder to increase yield of proteins secreted by pathogen, infected cells, or antigen processed by immune cells residing in different body sites. We analyzed the urine of a cohort of infants who were congenitally infected with Chagas disease, using a method including affinity enrichment, mass spectrometry, and bioinformatics analysis to characterize the T. cruzi secreted peptidome. We identified 198 peptides specific for T. cruzi and analyzed them in light of their potential for diagnostic utility. Our protocol revealed that peptides of the hyper-mutating mucin-associated surface protein and trans-sialidase protein families could be identified in patient urine and can serve as diagnostic markers of disease. We developed antibodies against conserved regions of each protein and validated that these antibodies could be used to differentiate the urine of Chagas disease patients (N = 16 cases) from healthy controls (N = 19). By utilizing affinity enrichment sample preprocessing and anti-trans-sialidase and anti-MASP antibodies in tandem, we differentiated cases from controls with 87.5% sensitivity and 94.7% specificity. Our work suggests that it is possible to detect Trypanosoma cruzi infection directly from a noninvasively collected fluid such as urine. A direct test in urine with this success rate would be well suited for rapid diagnosis in low-resource areas. Further studies to validate this approach are warranted."
40494320,"Radiological Findings in Imported Schistosomiasis at an International Health Unit in Barcelona, Spain.",parasitic_bladder,"Radiological Findings in Imported Schistosomiasis at an International Health Unit in Barcelona, Spain. Schistosomiasis is a parasitic disease caused by trematodes of the genus Schistosoma. It is classified as a neglected tropical disease by the WHO and has the second highest morbidity of a parasitic disease after malaria. Our objective with this study was to describe radiological findings in patients diagnosed with imported schistosomiasis among migrants and international travelers seen at an international health unit. This is a descriptive, observational, single-center, retrospective study conducted at the International Health Unit, Vall d'Hebron-Drassanes, in which we analyze the radiological findings in patients diagnosed with schistosomiasis. Among the 671 individuals treated for schistosomiasis between 2014 and 2022, 132 (19.7%) underwent a radiological test, 39 (29.5%) were diagnosed with confirmed urinary schistosomiasis, 25 (18.9%) were diagnosed with intestinal schistosomiasis, and 68 (51.5%) were classified as probable cases (positive serology). In all cases, an abdominal ultrasound was performed, and eight patients (6%) also underwent an abdominal computed tomography scan. Abnormalities were found in 19 (14.4%) patients, with the most frequent findings being splenomegaly (nine cases) and bladder wall thickening (five cases). Radiological tests, especially ultrasounds, are highly useful in assessing the severity of the disease and identifying associated lesions."
40339876,"Ortholinea paraensis n. sp. (Myxosporea: Ortholineidae) infecting the urinary bladder of Ageneiosus ucayalensis Castelnau, 1855 (Siluriformes: Auchenipteridae) in the Amazon region of Brazil.",parasitic_bladder,"Ortholinea paraensis n. sp. (Myxosporea: Ortholineidae) infecting the urinary bladder of Ageneiosus ucayalensis Castelnau, 1855 (Siluriformes: Auchenipteridae) in the Amazon region of Brazil. The present study describes a new parasite species of the myxozoan genus Ortholinea, based on the interpretation of morphological and molecular parameters. This species was found infecting the urinary bladder of the driftwood catfish Ageneiosus ucayalensis, captured in the region of Santo Antônio and Guajará bays, in the Amazonian state of Pará, Brazil. Plasmodia and myxospores were observed in pairs in the urinary bladder, either floating freely or adhered to the mucosa. The myxospores are spherical in the frontal view and valvular, with two equal, sub-spherical polar capsules, oriented divergently, containing 6-7 coils of the polar tubule. Scanning electron microscopy revealed ridges on the surface of the spore, which confer it with the appearance of a ball of wool, covering the entire surface of the valve, a slightly undulating suture line, and the presence of discharge pores for the polar tubule on opposite sides of the suture, that permit the extrusion of the polar tubule. The new species presents morphological characteristics typical of the genus Ortholinea. In the phylogenetic analysis, Ortholinea paraensis n. sp. occupied a basal position within a clade of species from the Amazon region. The sum of the morphological and molecular evidence clearly supports the description of a new species, denominated Ortholinea paraensis n. sp., which is the first Ortholinea species reported from Brazil."
41576635,Perinephritic and psoas abscess by an unusual coinfection with Trichomonas vaginalis and Lactobacillus johnsonii.,parasitic_bladder,"Perinephritic and psoas abscess by an unusual coinfection with Trichomonas vaginalis and Lactobacillus johnsonii. Trichomoniasis, caused by Trichomonas vaginalis, is a common nonviral sexually transmitted infection that presents with vaginitis, urethritis, cystitis, prostatitis, and rarely perinephric abscess. Here we presented a 49-year-old female with fever and lumbago diagnosed with a coinfection of perinephric and psoas abscess caused by Lactobacillus johnsonii and T. vaginalis, with the etiological diagnosis established using pus culture and metagenomic next-generation sequencing (mNGS). The patient achieved complete recovery following abscess drainage, incision, and combined therapy with metronidazole and piperacillin/tazobactam. Rare manifestations of trichomoniasis are easily misdiagnosed, and mNGS can help identify T. vaginalis quickly and accurately without prediction."
41448351,Microfilaruria of morphologically identified Dirofilaria repens and Brugia spp. in one cat and two dogs: Case series.,parasitic_bladder,"Microfilaruria of morphologically identified Dirofilaria repens and Brugia spp. in one cat and two dogs: Case series. Microfilaruria is an uncommon parasitological finding in veterinary practice. This report describes three clinically distinct cases of microfilaruria in companion animals from Kerala, India, an endemic region for canine filariasis. Case 1 involved a dog with dual infection by morphologically identified Dirofilaria repens and Brugia spp., associated with hemorrhagic cystitis and hypermicrofilaremia. Case 2 involved a diabetic dog with E. coli urinary tract infection, in which microfilariae were detected in the urine sediment, likely due to glycosuria-induced epithelial compromise. This represents the first documented case of microfilaruria in a dog with concurrent diabetes mellitus. Case 3 documented the first reported occurrence of microfilaruria due to D. repens in a cat, which was likely triggered by trauma-induced urethral obstruction. All cases were managed with targeted therapy based on the primary diagnosis, combining anthelmintics, antibiotics, supportive care, and metabolic regulation. These cases suggest that microfilaruria may occur via various mechanisms, including inflammation-induced uroepithelial disruption, glomerular leakage, or local trauma. Molecular confirmation (e.g., PCR) was not performed; hence, definitive differentiation between D. repens and D. asiatica was challenging and represents a limitation of this study. The paper emphasizes the critical importance of routine, thorough urine sediment examination, even in atypical species like cats, and in animals with concurrent systemic or metabolic disorders. Early recognition of such unusual presentations may aid in timely intervention and broaden our understanding of filarial infections in veterinary clinical practice."
40292073,"Urogenital Myiasis Caused by <i>Psychoda Albipennis</i> Larvae (Diptera: Psychodidae) in Ahvaz, South Western Iran: A Case Report.",parasitic_bladder,"Urogenital Myiasis Caused by <i>Psychoda Albipennis</i> Larvae (Diptera: Psychodidae) in Ahvaz, South Western Iran: A Case Report. Urogenital myiasis is a rare parasitic infestation caused by larvae of the Psychoda albipennis species. The presence of larvae in the urogenital tract, along with their feeding and activity patterns, can lead to disorders of the urinary and reproductive systems. This study presents a 36-year-old male patient with the chief complaint of dysuria, hematuria, urethral discharge, and abdominal flank pain. Over an eight-month period, the subject observed the presence of mobile particles in his urine, which were described as black-grayish in color. The patient was subsequently referred to the urology outpatient clinic, where he received treatment for cystitis and/or urethritis. However, despite these treatments, the patient's symptoms remained unresolved, and the presence of larvae in his urine was observed. Following microscopic examination of the urine, the presence of viable, motile, and hairy larvae (measuring approximately 1 cm in length) was confirmed. Based on morphological characteristics, these were identified as fourth-stage larvae of the moth fly, Psychoda albipennis. In Iran, human urogenital myiasis caused by Psychoda albipennis is an infrequent infection. It appears that the primary risk factors for urogenital myiasis in this recent case were urinating in unsanitary environments, sleeping without a blanket while traveling to the Dez River in Khuzestan province, and urinating in unsanitary toilets. The administration of appropriate antiseptic medication and the consumption of sufficient quantities of water resulted in a notable reduction in patient-reported symptoms following the two-week treatment period. Urogenital myiasis is an uncommon occurrence, comprising only 0.7% of all cases of human myiasis, as reported in a few publications from Iran and elsewhere. This is the inaugural account of urogenital myiasis caused by P. albipennis in the Khuzestan province of southwestern Iran."
39193234,Human urinary myiasis due to larvae of Telmatoscopus (Clogmia) Albipunctata in Morocco: A case report.,parasitic_bladder,"Human urinary myiasis due to larvae of Telmatoscopus (Clogmia) Albipunctata in Morocco: A case report. This is the first case of urinary myiasis in the Morocco region caused by <i>Clogmia albipunctata</i>. Also known as <i>Telmatoscopus albipunctata</i>, is a fly species in the Psychodidae family. These flies thrive in unsanitary environments like bathrooms and sewers. Transmission occurs when flies lay eggs on moist surfaces such as urogenital discharge. The larvae hatch and can traverse the urethra, entering the bladder. <i>Clogmia albipunctata</i> larvae and adults decompose organic matter and pose health risks as vectors of pathogens and allergens. In our case, larvae were discharged through urine by a 46-year-old female cleaner from a low socioeconomic background who presented with intermittent emission of worms in her urine. She had mild hypogastric tenderness and a history of lower urinary tract symptoms without fever. Initially misdiagnosed with cystitis, her symptoms persisted, leading to the discovery of small, mobile vermiform organisms in her urine. Living in fly-infested conditions, she had no recent travel or medical history. Urine analysis confirmed the presence of <i>Clogmia albipunctata</i> larvae, diagnosing urinary myiasis. Treated with ivermectin and hydration, her symptoms resolved within a week. A follow-up cystoscopy showed no larvae, confirming a complete cure."
39005844,Multidrug-resistant <i>aeromonas caviae</i> causing cystitis in a renal failure patient.,parasitic_bladder,"Multidrug-resistant <i>aeromonas caviae</i> causing cystitis in a renal failure patient. A 49-year-old female with multiple myeloma complicated by renal failure had dysuria. The urine culture revealed multidrug-resistant <i>aeromonas caviae</i> during her hospital stay. Her symptoms and signs significantly improved after receiving a seven-day course of piperacillin-tazobactam treatment. She had no history of urinary tract infections(UTIs). On follow-up, she felt clinically well. <i>Aeromonas caviae</i> is a rare cause of UTI. We review previous cases of <i>aeromonas caviae</i> UTIs. The purpose of this case report is to assist in the diagnosis and management of a<i>eromonas caviae</i> cystitis."
37564174,Uncommon Haemorrhagic Cystitis of Infectious Origin: A Narrative Review for Urologists.,parasitic_bladder,"Uncommon Haemorrhagic Cystitis of Infectious Origin: A Narrative Review for Urologists. Haemorrhagic cystitis may be due to different etiologies with infectious diseases representing an insidious cause to diagnose. The aim of this narrative review is to provide a comprehensive overview of less common but difficult-to-diagnose causes of infectious haemorrhagic cystitis of bacterial, mycobacterial, and parasitic origin, Moreover, we highlight possible diagnostic tools and currently available treatment options in order to give an updated tool for urologists to use in daily practice. The search engine PubMed was used to select peer-reviewed articles published from 1/Jan/2010 to 31/Aug/2022. Bacteria, fungal, TB and schistosomiasis are uncommon causes of haemorrhagic cystitis burdened by high morbidity, especially if not promptly diagnosed. Because haemorrhagic cystitis ranges in severity from mild dysuria associated with pelvic discomfort to severe life-threatening haemorrhage, punctual diagnosis, and immediate treatment are essential to avoid further complications."
37154220,Escherichia coli-associated follicular cystitis in dogs: Clinical and pathologic characterization.,parasitic_bladder,"Escherichia coli-associated follicular cystitis in dogs: Clinical and pathologic characterization. Follicular cystitis is an uncommon inflammatory change in the urinary bladder wall characterized by the formation of tertiary lymphoid structures (TLSs) in the submucosa. To characterize clinical and pathologic features of follicular cystitis in dogs and to explore in situ distribution and possible role of Escherichia coli as an associated cause. Eight dogs diagnosed with follicular cystitis and 2 control dogs. Retrospective descriptive study. Dogs diagnosed with follicular cystitis (macroscopic follicular lesions in the urinary bladder mucosa and histopathologic detection of TLSs in bladder wall biopsies) were identified from medical records. Paraffin embedded bladder wall biopsies were subject to in situ hybridization for E. coli 16SrRNA identification. Follicular cystitis was diagnosed in large breed (median weight 24.9 kg, interquartile range [IQR] 18.8-35.4 kg) female dogs with a history of chronic recurrent urinary tract infections (UTIs; median duration of clinical signs 7 months, IQR 3-17 months; median number of previous UTIs 5, IQR 4-6). Positive E. coli 16SrRNA signal was detected within developing, immature and mature TLSs in 7/8 dogs, through submucosal stroma in 8/8 dogs and within the urothelium in 3/8 dogs. Chronic inflammation associated with an intramural E. coli infection in the urinary bladder wall represents a possible triggering factor for the development of follicular cystitis."
36605690,A conservative treatment for eosinophilic cystitis.,parasitic_bladder,"A conservative treatment for eosinophilic cystitis. Eosinophilic cystitis is a rare condition which causes common symptoms and may mimic other conditions. Eosinophilic cystitis has several causes such as hypereosinophilic syndrome, inflammatory diseases, neoplasia, parasites or fungal infection, IgE-related diseases, Drug Reaction and Eosinophilia and Systemic Symptoms (DRESS) syndrome, or Churg-Strauss syndrome. Therefore, differential diagnosis is difficult. We report the case of a middle-aged man affected by eosinophilic cystitis with persistent hematuria and other peculiar symptoms that may be brought back to hypereosinophilic crisis. Conservative approach is preferred, avoiding radical cystectomy rather than corticosteroid, antihistaminic and second line therapy. Hyperbaric therapy is an innovative approach for severe relapsing gross hematuria without specific literature and should be studied for further indications."
36343833,Eosinophilic Inflammation and Equine Herpesvirus-1 Associated With Haemorrhagic Cystitis in a Horse. Case Report.,parasitic_bladder,"Eosinophilic Inflammation and Equine Herpesvirus-1 Associated With Haemorrhagic Cystitis in a Horse. Case Report. Equine idiopathic haemorrhagic cystitis (EIHC) is a recently described form of aseptic cystitis in horses in which there is no discernible underlying cause. This case report describes a 9-year-old Thoroughbred gelding that presented with stranguria, pollakiuria, and haematuria. Cystoscopy revealed ulceration and haemorrhage of the bladder mucosa, diffuse mural hyperaemia and marked urine sedimentation. Histopathological evaluation of the bladder revealed chronic active ulcerative neutrophilic, lymphoplasmacytic, and eosinophilic cystitis. There was no bacterial or fungal growth upon culture but polymerase chain reaction (PCR) testing and sequencing for equine herpesvirus-1 (EHV-1) on bladder mucosa was positive. Conservative therapy with broad spectrum antimicrobials and non-steroidal anti-inflammatory therapy yielded complete resolution of clinical signs with significant improvement of macroscopic lesions in 14 days. Although a positive EHV-1 PCR suggests a viral cause, the horse's clinical signs, histology and recovery rate are more consistent with equine idiopathic haemorrhagic cystitis (EIHC). Neutrophilic and lymphoplasmacytic inflammation is a known feature of EIHC but eosinophilic infiltrates have not been previously described. The significance of the eosinophilic involvement is not certain; however, their presence has been associated with fungal, viral, parasitic, and immune-mediated aetiologies in other body systems. This is the first report of a horse with possible EIHC in Australia, as well as the first case with eosinophilic infiltrates and testing positive for EHV-1."
35128899,[Diagnosis and treatment of two imported cases with schistosomiasis haematobia in Fujian Province].,parasitic_bladder,"[Diagnosis and treatment of two imported cases with schistosomiasis haematobia in Fujian Province]. To analyze the diagnosis and treatment of two imported cases with schistosomiasis haematobia, so as to provide insights into improving the diagnosis and treatment and avoiding misdiagnosis and mistreatment of imported schistosomiasis haematobia. The medical records and epidemiological data pertaining to the two cases were collected. The stool and urine samples were collected for identification of <i>Schistosoma</i> eggs using the Kato-Katz technique and direct smear method after centrifugal precipitation, and blood samples were collected for detection of anti-<i>Schistosoma</i> antibody. Following definitive diagnosis, the patients were given praziquantel therapy. The patient 1, a Malagasy, was infected in Madagascar and returned to China for delivery. The case presented intermittent painless terminal hematuria symptoms, and showed no remarkable improvements following multiple-round treatments in several hospitals. In January 2017, she was found to be positive for anti-<i>Schistosoma</i> antibody, negative for feces test, and positive for <i>S. haematobium</i> eggs in urine test, and miracidia were hatched from eggs. Then, the case was diagnosed as schistosomiasis haematobia. Patient 2 worked in Republic of Malawi for many years, and presented intermittent painless terminal hematuria since October 2018; however, no definite diagnosis or effective treatment was received after admission to multiple hospitals. In March 2019, pathological examinations showed a number of eggs in the interstitium of the bladder mass, accompanied by a large number of eosinophils, which was consistent with schistosomiasis cystitis. In April 2019, he was tested positive for serum anti-<i>Schistosoma</i> antibody, negative for the fecal test, and had <i>S. haematobium</i> eggs in urine samples, with miracidia hatched from eggs. Then, the case was diagnosed as schistosomiasis haematobia. Following treatment with praziquantel at a dose of 60 mg/kg, all symptoms disappeared. Overseas imported schistosomiasis haematobia is likely to be misdiagnosed. The training pertaining to schistosomiasis control knowledge requires to be improved among clinical professionals, in order to avoid misdiagnosis and mistreatment."
34791477,Toxocariasis-associated urinary system diseases: a systematic review of reported cases.,parasitic_bladder,"Toxocariasis-associated urinary system diseases: a systematic review of reported cases. Toxocariasis is a neglected tropical disease caused by Toxocara canis and Toxocara cati. Toxocara species can involve many organs, such as the brain, heart and lungs, however, the urinary system involvement of toxocariasis is largely unknown. We performed a systematic review to identify cases infected with urinary tract toxocariasis. We identified seven cases that were eligible to be reviewed. Among the included citations, four studies reported bladder involvement and three reported kidney involvement. Fever, urinary, and abdominal presentations were amongst the most important clinical symptoms. Eosinophilic cystitis and nephrotic syndrome were the most common diagnoses.. The treatment regimen included a combination of anthelmintic drugs and steroids. In cases of urinary tract presentations accompanied by eosinophilia or histopathologic findings suggestive of parasitic infection, toxocariasis should be included in the list of differential diagnoses, especially in endemic areas."
